student_id,weekly_self_study_hours,attendance_percentage,class_participation,total_score,grade
749,10.7,100,3.4,70.9,B
750,5.2,87.8,6.4,62.5,C
751,8.5,82.2,6.6,77.6,B
752,5.5,64.4,4.4,76,B
753,8.2,93.4,6,84.5,B
754,22.4,77.3,7.6,100,A
755,8.4,79.1,6.7,83,B
756,33.4,78.4,6.7,100,A
757,18.5,80.7,6,94.7,A
758,16.3,69.5,9.8,91.8,A
759,9,96.7,7.3,62,C
760,19.9,81.7,6.4,100,A
761,11,92.9,6,72.6,B
762,15.9,80.6,4.6,98.1,A
763,32.9,100,2.9,100,A
764,14.3,88,5.7,97.8,A
765,23,89.2,4.6,100,A
766,10.1,63.8,3.1,67.8,C
767,14.8,86.9,4.8,85,A
768,27.4,82,4.1,100,A
769,10.6,76.3,5,77.6,B
770,27.7,73.8,9.2,100,A
771,20,78.6,6,100,A
772,11.1,83.8,6.9,78.9,B
773,19.4,81.4,7.9,100,A
774,21.8,88.7,6.5,88.1,A
775,19.4,78.6,8,85.6,A
776,4,92.1,6.6,74.8,B
777,9.9,95.3,7.6,70.7,B
778,13.3,91.1,3.4,71.3,B
779,14.5,86.2,3.9,100,A
780,19.3,83.8,5.6,100,A
781,16.2,93.9,4.8,86.9,A
782,5.7,91.7,7.8,80.2,B
783,17.7,84.4,5.8,98.3,A
784,19.3,80.6,5,100,A
785,18.9,89,5.4,79.8,B
786,22.6,84.4,1.6,100,A
787,20.8,88.2,5.2,100,A
788,18.2,78.9,8.3,93.4,A
789,14.5,75,3.6,88.4,A
790,3.4,91.5,2,58,C
791,18,69.9,5.8,100,A
792,16.5,95.8,10,93.5,A
793,16.9,90.6,3.5,95.4,A
794,6.1,94.1,5.3,74.6,B
795,7.4,97.7,6,73.7,B
796,22.4,86.4,6.6,100,A
797,14.7,82.6,4.4,97.2,A
798,19.8,73.6,7.4,80.1,B
799,15.2,81.7,4.4,90.1,A
800,15.2,72.5,6.4,100,A
801,21.6,73.2,7.5,89.3,A
802,11.4,74.1,4.5,80.6,B
803,15.7,93,6.2,100,A
804,11.8,83.6,6.2,68.5,C
805,12,86.6,6.8,75.6,B
806,12.8,77.6,9,100,A
807,16.6,72.1,4.8,97.5,A
808,11.6,79.2,8,84.5,B
809,23.8,100,5.3,93.9,A
810,8.7,90.1,4.2,74.1,B
811,13.7,95.7,6.2,77.1,B
812,11.9,85.8,6.2,74.8,B
813,25.1,84.2,6.4,100,A
814,16.4,85.6,4.8,96.1,A
815,22.2,57.4,6.1,100,A
816,4.6,93.4,5.5,51.4,D
817,16.9,64,5,80.3,B
818,21.2,81.8,4.9,100,A
819,15.6,65.4,4.4,88.4,A
820,22.5,91.4,5.6,100,A
821,11.4,79.3,2.3,75.3,B
822,24.9,97.8,3.5,100,A
823,31.1,86.7,7.1,100,A
824,12.5,92.7,7.9,75.1,B
825,11.9,78.9,6.8,75.5,B
826,25.2,68,4.9,100,A
827,26.1,92.7,5.9,100,A
828,11.3,81.2,7.5,62.2,C
829,12.1,98.9,7.2,71.6,B
830,13,64.2,5.4,97.3,A
831,5.6,76,9.1,60.5,C
832,8.6,59.9,7.2,65.2,C
833,8,79.4,4.8,71.7,B
834,9.6,89.3,4.7,77.6,B
835,14.8,83.7,7.5,100,A
836,16.6,88.9,4.6,100,A
837,25.9,86.2,9.1,100,A
838,8,68.7,9.8,100,A
839,21.9,87.9,6.9,100,A
840,13.5,94,5.8,77.3,B
841,14.7,79.6,2.5,68.3,C
842,19.7,85.9,5.6,90.1,A
843,7.1,75,4.8,64.4,C
844,17.7,100,8.8,92.2,A
845,16.2,67.9,5.7,70.5,B
846,18.4,77.4,5.3,100,A
847,17,85.8,4.7,80.5,B
848,32.2,90.5,7.2,100,A
849,10.5,77.8,4.3,80,B
850,11.3,79.8,8.1,76.3,B
851,10.6,89.2,5.3,86.8,A
852,11.1,69.4,6.8,90.2,A
853,10.5,91,5.8,71.2,B
854,23.3,100,4,94.4,A
855,24.9,88.9,4.8,100,A
856,11,100,5.9,89.9,A
857,9.2,79.4,8.3,62,C
858,18.3,96.1,5.1,77,B
859,11.1,90,7,88.8,A
860,19.4,77.9,6.9,100,A
861,16.4,83.3,5.3,90.8,A
862,4.4,82,5.1,55.3,C
863,25.8,75.6,7.4,100,A
864,27.6,95.7,4.3,100,A
865,10.7,75.4,6.4,65.7,C
866,12.3,100,8.2,86.3,A
867,17,79.6,10,87.1,A
868,17.3,87.5,5.3,96,A
869,19.6,76,7,100,A
870,29.1,92.6,1,100,A
871,13.8,77.4,6.7,90.2,A
872,9.4,100,6.6,95.8,A
873,5.3,96.7,6.5,58.9,C
874,9.9,97.1,6.2,61.4,C
875,14.8,88.1,6.2,65,C
876,27.6,86.1,8.2,100,A
877,11.4,95.3,7.9,58.1,C
878,16.6,94.2,5.8,99.1,A
879,14.9,75.6,7.6,96.2,A
880,23.3,84.4,6.9,100,A
881,32.7,81.8,5.3,100,A
882,11.3,89.6,7.6,63.2,C
883,11.6,96.5,5.4,65.5,C
884,22.3,85.6,6.2,100,A
885,19.8,87.6,6.5,90.1,A
886,27.9,96.3,6.2,100,A
887,19.1,70,4.9,85,A
888,12.5,73.1,6.4,100,A
889,19.1,97.6,5.5,88.6,A
890,22.8,79.9,5,90.3,A
891,20.7,92.7,6,100,A
892,18.6,78.7,5.5,100,A
893,22.5,93.6,8.5,100,A
894,23.2,84.2,8.2,100,A
895,24.7,76.6,7.7,92.6,A
896,19.5,96.5,6.9,94.2,A
897,13.8,89.4,4.6,70.1,B
898,16,79.2,9,90.2,A
899,23.4,87.4,4.1,100,A
900,9.3,71.1,7.3,76.5,B
901,17.6,78.6,2.5,100,A
902,12.2,72.3,4.5,73.3,B
903,15.2,87.1,5.4,86.1,A
904,23.9,72.9,5.6,100,A
905,16.3,73.1,1.9,77.9,B
906,15.3,87,1.6,97.9,A
907,5.5,79.6,4.5,79.2,B
908,20.2,100,7.2,100,A
909,19.5,78.9,0,82.8,B
910,30.1,81.8,2.9,100,A
911,12.8,77,6.2,90.3,A
912,16.5,81.7,5.4,100,A
913,16.7,83.5,9.5,89.6,A
914,26,73.8,8.9,100,A
915,14.3,78.7,8.5,89.4,A
916,17,75.6,4.4,100,A
917,19.3,87.4,3,96.3,A
918,16.3,84.3,1.6,79.3,B
919,11.9,69.5,5.1,85.6,A
920,16.4,90.4,6.5,80.4,B
921,22.5,80.7,6.6,100,A
922,7.8,90,8.9,66.2,C
923,15.9,76.5,2.8,87.9,A
924,10.1,92.1,9.8,69.3,C
925,23.4,89.3,5.1,98.9,A
926,4.3,80.2,6.1,65.2,C
927,11.1,93.1,6.7,77.1,B
928,17.6,69.1,4.6,88.5,A
929,26,88,8.8,100,A
930,14.5,85.7,6.5,85.1,A
931,11.1,60.5,6.5,86.6,A
932,28.2,91.5,5.1,100,A
933,4.9,67.1,2.1,54.9,D
934,0,86.7,6.2,51.7,D
935,18.1,87.1,9.5,91.9,A
936,11.5,93,3.2,72.2,B
937,7.9,87.5,4.1,59.6,C
938,20,68.2,6.2,100,A
939,16.7,98.6,7.4,97.6,A
940,11.1,80.3,6.4,92.1,A
941,6,90.4,7.9,53.3,D
942,21.1,76.8,8.1,100,A
943,19.6,70.4,6.3,100,A
944,14.3,99.1,7.6,80,B
945,27.9,87.7,8.7,100,A
946,7.5,88.7,7.8,73.3,B
947,4.3,97,9.2,64.4,C
948,10.2,80.3,5.5,71.1,B
949,14.7,83.8,5.3,90.8,A
950,16.7,83.1,6.3,77.4,B
951,13.3,91.7,8.5,87.1,A
952,17.5,78.2,5.9,88.1,A
953,6.2,70,8,62.4,C
954,25.1,92.8,4.8,100,A
955,14.4,82.7,7.2,87.6,A
956,22.8,68.9,7.1,100,A
957,17.4,97.6,1.8,98.9,A
958,18.2,91,8.1,99.1,A
959,19,70,2.7,88.2,A
960,18.1,91.5,5.3,94.7,A
961,19.5,70.3,8.5,100,A
962,24.3,95.4,3.9,100,A
963,16.4,90.9,6.2,80.7,B
964,20,80.8,4.7,100,A
965,14.4,96.9,5.3,95.9,A
966,25.1,80.3,4.4,100,A
967,10.3,81.8,5.5,44.7,D
968,27.6,87.4,3.4,100,A
969,14.7,75.3,3,91.3,A
970,5,82.1,4.1,59.9,C
971,15.9,91.3,6.8,100,A
972,10.2,94.7,6.3,82.3,B
973,20.9,87.2,2.8,85.5,A
974,10.4,75.6,2.6,67.9,C
975,11.9,79.5,5.3,62.4,C
976,1.8,77.2,8.7,60.3,C
977,11.8,67.7,5.7,74.4,B
978,0,95.6,3,35.8,F
979,3.9,68.8,7.7,58.1,C
980,20.3,100,6.6,95.8,A
981,20.5,78.1,3.7,98.3,A
982,18,69.7,6.6,100,A
983,8.2,75.1,6,63.8,C
984,14.7,95.3,8.7,95.2,A
985,15,86.3,2.8,92.5,A
986,6.9,85,5.8,68.2,C
987,25.5,88.4,8,100,A
988,21.1,86.6,7.6,100,A
989,13.5,80.5,5.5,91.6,A
990,15.2,77.9,5.7,81.7,B
991,16.5,50,6,98.9,A
992,0.7,97.8,5.4,61.8,C
993,13.3,92.4,5,81.7,B
994,10.2,77.6,4,76.8,B
995,8,94,5.4,66.2,C
996,13,72.5,3.2,78.1,B
997,27.6,92.9,6.5,100,A
998,19.5,70.2,5.5,91.7,A
999,11,76,4.4,80.7,B
1000,19,86.8,7.4,77.2,B
1001,24.8,70.7,5.6,100,A
1002,21.5,96.1,6,96.3,A
1003,15.4,93.3,5.4,90.3,A
1004,10.5,91.3,1.2,77.5,B
1005,19.9,87.4,7.1,100,A
1006,17.8,93.2,8.2,95.1,A
1007,21.3,83.7,4.1,100,A
1008,19.4,70.4,7,97.6,A
1009,22.3,72.9,6.5,100,A
1010,11.3,89.8,4.9,84.2,B
1011,24.2,97.8,4.4,100,A
1012,16.4,92.7,6.9,94.5,A
1013,29.5,67.6,7.5,100,A
1014,10.2,88.6,5.3,71.7,B
1015,27.2,83.8,4.2,100,A
1016,16.4,99.6,6.4,100,A
1017,10.4,79.5,3.8,66.1,C
1018,11.6,88.9,6,64.1,C
1019,12.8,94.2,5.6,71.2,B
1020,18,73.6,2.6,100,A
1021,18.7,68.3,2.2,84.7,B
1022,11,70.8,0,96.1,A
1023,14.8,58.4,6.7,86.1,A
1024,30,80.3,3.6,100,A
1025,27.1,93.7,4.7,100,A
1026,18.1,82.9,3.5,96.4,A
1027,15.3,93.7,3.5,100,A
1028,15.8,77.8,8.9,100,A
1029,19.3,78.3,5.3,98.3,A
1030,7.8,65.5,7.7,63.5,C
1031,13.2,85.6,3,74.7,B
1032,3.3,85.1,7.1,61.4,C
1033,17.8,100,5.3,93.1,A
1034,19.5,86,4,100,A
1035,11.6,75.9,9.4,81.2,B
1036,26,70,6.1,100,A
1037,6.4,89.1,9.9,74.2,B
1038,4.7,96.1,5.5,65.2,C
1039,16.6,86.3,6.9,71.2,B
1040,22.3,88.3,9.8,100,A
1041,26.8,82.3,6.1,100,A
1042,11.8,77.2,7.8,79.4,B
1043,22.6,83.5,7.7,100,A
1044,14.7,94.2,4.1,100,A
1045,13.8,95,5.6,87.7,A
1046,21.2,78,10,100,A
1047,19.6,96.3,4.6,100,A
1048,4,89.6,2.4,54.5,D
1049,25.3,82.1,1.5,100,A
1050,24.7,84.9,7.9,100,A
1051,10.6,79.9,2.4,77.3,B
1052,17.8,88.9,5.7,96.8,A
1053,18.5,79.7,8.1,98.7,A
1054,16.8,100,4.5,91.5,A
1055,11.1,79.4,3,85.2,A
1056,10.3,74.9,6.9,70.7,B
1057,14.8,87.7,10,65.2,C
1058,23.2,94.7,3.1,100,A
1059,18.8,82.1,8.2,100,A
1060,12.4,85.4,6.4,80.2,B
1061,20.4,83.7,3.3,90,A
1062,0,83.7,9.7,58.7,C
1063,23,77.5,7.7,100,A
1064,2.8,75.9,8.6,50.2,D
1065,12.5,79.1,4.9,95.7,A
1066,7.2,73.1,5.8,75.7,B
1067,5.9,76.5,4.9,68.9,C
1068,23.1,86.6,8.4,100,A
1069,11.7,84.9,9,74.5,B
1070,17.4,74.3,2.2,76.8,B
1071,14.7,77.4,6.6,93.2,A
1072,18.3,100,1,90.7,A
1073,15.5,86.2,5.2,85.1,A
1074,6,81.1,6.5,71.5,B
1075,22,94.7,6.8,91.5,A
1076,11.5,86.2,6.3,81,B
1077,4.1,82.3,6.1,53.6,D
1078,12,71.2,6.3,79.1,B
1079,25.5,88.1,5.4,100,A
1080,21,87.2,6.5,99.2,A
1081,12.6,67.5,2.7,90.5,A
1082,12.6,77.1,4.3,74.6,B
1083,12.7,90.6,3.9,78.1,B
1084,29.5,62.3,7.7,100,A
1085,17.7,97.5,4.2,93,A
1086,18,78.2,6,96.6,A
1087,22.2,78.7,6.1,100,A
1088,16.7,95.4,7.5,93.1,A
1089,13.2,76.1,1.8,89.9,A
1090,13.6,80.6,8.7,65.8,C
1091,14.5,83.3,7.7,99.4,A
1092,14.7,94.9,4.5,99.4,A
1093,20.1,88.8,4.1,86.3,A
1094,15.4,64.1,1.9,86.1,A
1095,20.1,100,8.9,93.9,A
1096,14.4,69.9,6.2,82.3,B
1097,15.6,91.3,6.7,86.4,A
1098,1,95.3,8.4,50.4,D
1099,21.4,100,5.3,100,A
1100,17.4,68.2,6.6,100,A
1101,22,77.3,9.4,100,A
1102,0,84.2,7.6,60.7,C
1103,29.6,76.6,4.2,100,A
1104,14,85.9,7.2,78.9,B
1105,22.8,74.6,6.9,100,A
1106,7.7,87.2,6.8,73.3,B
1107,19.3,85.3,5,83.2,B
1108,7.6,100,3.4,71.2,B
1109,10.6,92.6,8.5,88.7,A
1110,28.4,95.9,4.3,100,A
1111,13.7,88.6,5.7,91.6,A
1112,16.5,80.4,6.3,97.3,A
1113,21.1,90.5,3.4,100,A
1114,18.5,80.2,5.9,100,A
1115,16.1,75.1,6.5,98.2,A
1116,17.6,89.7,8.6,77.7,B
1117,31.8,100,4.9,100,A
1118,14.6,91,7.2,84.5,B
1119,16.4,99.3,10,88.4,A
1120,22.4,90.7,8.7,100,A
1121,22.7,100,9.8,100,A
1122,23.3,97.4,6.3,100,A
1123,19.5,98.5,7.3,95.5,A
1124,7,87,5.9,58.2,C
1125,26.4,91.1,5.4,98,A
1126,7,82.7,4.8,78.1,B
1127,17.1,76.6,3.4,100,A
1128,9.7,80,9.6,89.7,A
1129,14.6,81.9,8,98,A
1130,17.3,76.8,7.3,100,A
1131,17.2,85,9.5,93.7,A
1132,18,97.4,5.8,100,A
1133,26.3,84.8,3.9,100,A
1134,18.2,63.2,5.5,62.8,C
1135,13.3,79.3,4.8,100,A
1136,21.7,83.5,4.3,100,A
1137,23.3,100,4.4,100,A
1138,6.4,78.2,7.3,60.3,C
1139,19.2,77.6,2,100,A
1140,19.9,83.4,5.7,100,A
1141,12.9,88,2.9,79.3,B
1142,24.6,72.8,4.9,100,A
1143,13.9,88.2,2.9,66.3,C
1144,15.9,89.2,9.6,88.4,A
1145,13.8,78.1,5.1,76.2,B
1146,15.1,88.2,9.5,92.3,A
1147,7.3,73.5,4.3,73.9,B
1148,4.9,76.9,8.6,49.4,D
1149,26.2,77.9,5.8,100,A
1150,9.1,78.6,7.2,70,B
1151,8.1,82.3,5.4,66.4,C
1152,0,80.9,7.4,53.6,D
1153,10.5,74.2,9.8,76.2,B
1154,5.7,100,3,62.4,C
1155,26.5,81.4,6.6,100,A
1156,22.1,82.3,5.7,100,A
1157,10.2,99,2.5,82.1,B
1158,30.8,100,4.9,100,A
1159,21.9,85.9,4.3,95,A
1160,12.7,90.9,4.6,68.2,C
1161,0,81.8,3.7,49.9,D
1162,31,75.3,9.5,100,A
1163,5.3,84.1,4.3,68.6,C
1164,3.5,85.3,7.2,43.9,D
1165,22.2,85.9,5.9,100,A
1166,32.1,100,4.4,100,A
1167,24.7,83,7.4,100,A
1168,18.9,73.6,9.3,95.4,A
1169,19.2,76.3,8.9,100,A
1170,21,82.6,5.3,96.9,A
1171,20.3,64.2,3.4,82.4,B
1172,17,63,3.7,89.8,A
1173,15.7,84.6,6.2,83.8,B
1174,14.6,82.9,4.3,69.9,C
1175,9.7,80.8,5.7,82.4,B
1176,13,82.7,5.3,79.3,B
1177,3.1,84.6,4.8,69.3,C
1178,14.3,68.9,7.1,98.7,A
1179,8.1,81.5,6.8,81.5,B
1180,7.3,86.5,9.5,56.9,C
1181,16.3,90.9,8.2,90.4,A
1182,24.7,72.3,6.3,100,A
1183,21.4,100,3,100,A
1184,4,83.4,5.7,64.1,C
1185,8.1,83.5,1.1,92.4,A
1186,21.6,99.4,10,100,A
1187,8.1,70.6,3.1,72.4,B
1188,13.4,81.3,3,86.6,A
1189,18.9,90.2,5.1,100,A
1190,8.2,74.7,6.9,62.4,C
1191,15.7,78.3,7.9,89.9,A
1192,5.7,76.5,7.4,72.8,B
1193,10.8,90,2.3,82.4,B
1194,17.2,92.3,8,100,A
1195,3.8,78,6.3,47.6,D
1196,18.1,74.9,7,100,A
1197,14.9,89.1,4.1,75,B
1198,18.9,85.3,7.2,91.3,A
1199,16.6,91.9,4.4,99.5,A
1200,24.5,85.5,6.6,100,A
1201,15.9,65.4,3,89.8,A
1202,12,88.3,6.3,69.1,C
1203,15.9,86.1,6.6,98.7,A
1204,18.8,88.2,3.1,99.9,A
1205,15.3,93.1,4.4,87.3,A
1206,15.3,94.5,10,100,A
1207,10.1,85,6.5,88.5,A
1208,10.4,92.5,7.3,85.1,A
1209,5.2,76.8,9.4,64.1,C
1210,27.2,69.4,7.1,100,A
1211,6.3,76.2,5.8,52.7,D
1212,10.1,64,6.9,81.4,B
1213,10,82.2,3.2,69.5,C
1214,21.3,71.8,6.3,100,A
1215,12.9,88.2,6.6,73.7,B
1216,23.7,71.5,5.5,97.6,A
1217,10.3,68.5,5.5,86.5,A
1218,17,100,5.8,87.5,A
1219,9.2,82.7,0,82.7,B
1220,30,82.2,2.9,100,A
1221,6.7,95.7,5.5,62.5,C
1222,17.2,66.8,4,94.1,A
1223,19.4,69.8,6.4,100,A
1224,17.9,79.5,0.4,82.7,B
1225,13.7,81.3,5.7,78.3,B
1226,14.1,89.7,8.1,75.7,B
1227,15.3,72,6.7,99.9,A
1228,14,87.3,5.5,83.5,B
1229,21.7,71.2,4.1,100,A
1230,30.5,82.5,5.2,100,A
1231,11.1,93.1,8.4,76.7,B
1232,5.4,64.8,3.6,48.5,D
1233,14.4,77.9,6.3,78.9,B
1234,33.1,66,7.9,100,A
1235,9.4,94.7,2.3,83,B
1236,26.5,88.1,5.9,98.8,A
1237,26.7,89.2,5.9,100,A
1238,11.1,92,7.4,66.1,C
1239,19,78.4,5.1,100,A
1240,26.4,74.4,5,100,A
1241,12.3,91.8,5.1,82.3,B
1242,13.6,71.8,7.5,87.4,A
1243,10.9,82.3,7.7,71.1,B
1244,7.9,84.7,7.5,67,C
1245,10.5,68.3,5.9,73.1,B
1246,6.4,94.4,5,68.1,C
1247,15.2,89.1,4.7,86.5,A
1248,9.6,66.3,6.4,79.1,B
1249,16.6,85.1,7.2,79.2,B
1250,4.1,87.9,7.3,50.5,D
1251,17.3,93.4,6.3,100,A
1252,20.8,90.3,9.5,100,A
1253,1,74.2,4.3,60.3,C
1254,17.6,61.9,6.1,99.5,A
1255,23.6,97.3,4.9,96.5,A
1256,6.5,73.7,5.4,54.7,D
1257,26.7,81,5.2,100,A
1258,17.9,80.3,5.1,77.7,B
1259,10.1,72.3,8.1,75,B
1260,14.6,100,5,75.5,B
1261,18.9,66.1,10,91.5,A
1262,15.5,73.5,8.9,97.3,A
1263,18.8,71.4,4.3,93.9,A
1264,8.6,85.2,6.1,64.3,C
1265,16.2,86.4,4.6,72,B
1266,5.1,85,4.4,65.5,C
1267,14.2,88.9,8.6,78.4,B
1268,8.7,58.9,6.9,65.2,C
1269,9.9,89.7,4.9,71.3,B
1270,23.7,91,6.5,100,A
1271,22.6,98,6,100,A
1272,19.3,62.9,6.5,91.9,A
1273,7.4,86.9,8.4,79.2,B
1274,12.8,100,6,82.1,B
1275,23.5,86.4,6.7,100,A
1276,16,94.6,6.6,98.5,A
1277,31.2,92.7,7.2,100,A
1278,17.8,90.5,6.6,93,A
1279,16.3,76.4,5.7,81.2,B
1280,12.8,77.8,7.4,71.3,B
1281,15.9,88.4,7.8,79,B
1282,13.9,82.8,10,91.8,A
1283,20,81.1,4.4,95.8,A
1284,21.7,80.9,5.1,100,A
1285,9.5,78.1,5.6,77,B
1286,5.7,90.1,7,68.5,C
1287,2.1,86.1,3.2,58.7,C
1288,18.6,94.2,7.8,95.5,A
1289,7.3,93.6,7.6,66.1,C
1290,0,86.4,8.2,51.7,D
1291,17.7,86.2,8.9,94.8,A
1292,32.5,100,10,100,A
1293,15,100,5.6,81.2,B
1294,20.9,78.6,4.6,100,A
1295,15.6,76.5,6.7,97.4,A
1296,14.3,100,7.4,72.3,B
1297,21.4,77.1,5.5,98.7,A
1298,13,89.4,9.1,75.1,B
1299,16.9,76.6,8.7,87.3,A
1300,17.3,87.9,8.3,88.1,A
1301,10.3,85.1,7.4,68.9,C
1302,21.9,91.2,7,100,A
1303,13.8,81.3,7.9,74.1,B
1304,9.7,93.5,5.1,80.1,B
1305,18.8,60.6,10,85.7,A
1306,8.7,81.6,5.3,65.8,C
1307,15.2,79.2,8.7,84.8,B
1308,14.9,83.5,6.3,93,A
1309,22.6,70.8,4.4,100,A
1310,18.3,73.8,7.4,95.3,A
1311,14.8,69.4,7.5,93.3,A
1312,20.7,87.1,7.9,91.6,A
1313,24.7,100,4.7,100,A
1314,18.9,75.2,7.9,100,A
1315,15.1,100,8.1,83.4,B
1316,5.8,84.1,6.7,59.8,C
1317,7.5,80,6.8,76.7,B
1318,12.9,81.2,8.3,86,A
1319,10.7,96.3,6.7,69.5,C
1320,13.7,83.4,3.4,98.7,A
1321,15.4,92.8,8.5,89.6,A
1322,18.7,86.3,1.9,95.3,A
1323,14.5,81.3,4.7,81.8,B
1324,18.4,80.5,5.9,100,A
1325,15.5,74.7,6.4,86.5,A
1326,1.2,81.8,5.8,40.6,D
1327,8.4,85.2,6.9,68,C
1328,14,89.7,6.3,88,A
1329,6.5,91.1,6,77.6,B
1330,19.2,85.1,4.4,100,A
1331,25.7,78.9,6.3,100,A
1332,23.5,96.4,5.4,100,A
1333,13.5,77.4,5.9,97.1,A
1334,25.4,68.5,5.1,100,A
1335,16,85.2,7.9,83.9,B
1336,12.6,63.7,4,95.1,A
1337,10.7,98.2,8.1,82.3,B
1338,12.9,88.6,4.7,91,A
1339,12.3,93.8,7.2,70.1,B
1340,16.2,87.2,5.8,94.2,A
1341,16.1,89.6,5.9,97.5,A
1342,15,73.7,4.4,88.7,A
1343,18.1,89.6,3.9,100,A
1344,23.3,62.7,3.9,100,A
1345,21.6,91,10,100,A
1346,4.6,83.3,3.7,55.4,C
1347,0,75.1,7.9,43.6,D
1348,21.5,80.4,1.7,87.5,A
1349,5.4,84.4,8,57.2,C
1350,13.4,88.2,8.4,94.3,A
1351,6.8,79,3.7,62.2,C
1352,2.4,97.4,6.9,47.4,D
1353,18.8,100,5.6,100,A
1354,20.3,75.6,3.6,80.3,B
1355,11,70.3,6.2,72.9,B
1356,0,76.9,10,60.7,C
1357,11.2,84.6,6.6,88.6,A
1358,17.7,91.4,5.8,82.9,B
1359,4.6,82.9,8.2,61.4,C
1360,16.3,86.5,5.2,80.3,B
1361,14.9,78.7,8.2,74.3,B
1362,19.1,83.8,2.9,98.8,A
1363,15.8,82.4,3.6,80.6,B
1364,8.2,71.8,8.5,40.1,D
1365,23.4,100,7.6,100,A
1366,13.9,83,2.8,100,A
1367,14.8,95.5,4.3,78.5,B
1368,8.5,75.9,4.9,63.9,C
1369,11.9,78.6,6.3,89.9,A
1370,8.8,94.5,7.3,64.2,C
1371,13.8,77.9,3.8,81.9,B
1372,27,92.7,10,100,A
1373,5.4,80.8,6,65.2,C
1374,3.7,90.2,6.5,54.6,D
1375,25.3,72.9,4.5,100,A
1376,13.5,83.6,5.3,66.2,C
1377,10.3,95.6,6.7,85.9,A
1378,22.3,78,5.2,95.6,A
1379,10.8,89.4,5.5,76.8,B
1380,27.8,89.7,4.4,100,A
1381,19.7,87.9,5.1,94.4,A
1382,11.6,91,7,98.7,A
1383,30.1,72.7,7,100,A
1384,10.8,64,4.9,61.6,C
1385,20.2,91,4.9,100,A
1386,17.1,87.8,5.5,94.1,A
1387,24.1,71.3,3.9,100,A
1388,25.9,88.4,8.8,100,A
1389,15.2,85.9,4.5,82.9,B
1390,9.7,83.7,5.4,63.3,C
1391,18.2,84.6,5.2,93,A
1392,10.3,83.2,10,68.4,C
1393,29.1,75.4,1.4,100,A
1394,16,79.7,7.7,100,A
1395,12.4,83.4,4.1,63.5,C
1396,16.3,100,7,91.8,A
1397,5.6,99.2,7.9,53.1,D
1398,8.2,99.3,7,53.4,D
1399,23.4,88.8,0.6,95.6,A
1400,10.4,96.5,3.6,80.9,B
1401,7.7,56.1,4.6,56.7,C
1402,18.8,76.8,8.7,87.5,A
1403,23.3,84.2,7.8,100,A
1404,20,90.9,5.5,100,A
1405,22,84.2,6,100,A
1406,9.7,64.4,4.8,52.9,D
1407,5,96.4,3.6,67.4,C
1408,25.5,74.8,5.6,100,A
1409,12.7,84.8,5.8,76.7,B
1410,13.2,87.9,2.8,60.9,C
1411,24.3,91.8,9.8,100,A
1412,18.9,88.8,5.7,99.5,A
1413,18.2,82,3.5,100,A
1414,30.2,76.2,7.1,100,A
1415,10.5,89.7,7,76.2,B
1416,21.5,81.2,7.3,100,A
1417,15.4,86.5,4.8,89.4,A
1418,16.9,67.8,8,90.4,A
1419,25.7,89.7,7.2,100,A
1420,18.6,81.2,5.6,91.9,A
1421,18.8,74.1,4.9,100,A
1422,22.5,90.8,4.1,100,A
1423,12.4,79.7,7.7,74.9,B
1424,9.1,78.7,9.7,46.7,D
1425,7.7,72.6,7.6,66,C
1426,1.2,90.6,8.1,50.3,D
1427,29.4,93.1,7.5,100,A
1428,7.3,76.8,4.9,55.8,C
1429,13.5,90.5,4,84.8,B
1430,13.1,69.1,8.6,88.4,A
1431,17.2,83.6,3.9,96.4,A
1432,20.7,79.2,7.8,100,A
1433,21,78.9,9.1,94.8,A
1434,10.9,97.9,5.1,77.5,B
1435,13.8,90.3,4.5,79.2,B
1436,17,76.4,4.3,93.1,A
1437,13.3,83.3,7.7,100,A
1438,26.3,91.1,4.1,100,A
1439,18.4,91.5,2.1,70.5,B
1440,20.1,81.6,5.4,95.8,A
1441,19.6,87.7,7.2,97,A
1442,23.2,89.9,1.7,100,A
1443,16.3,70.5,8.4,88.2,A
1444,5.9,79.7,7.5,80.6,B
1445,17.8,90.4,3.7,93,A
1446,10.4,68.1,6.8,50.3,D
1447,11.3,92.5,5,84.8,B
1448,19.1,81.6,6.7,100,A
1449,23.7,82.8,4.6,92.5,A
1450,15.1,79,6.1,86.2,A
1451,17.2,74.2,5.6,84.5,B
1452,26.9,92.5,5.2,93.9,A
1453,16.7,69.9,8.3,88.9,A
1454,33.2,70.7,4.5,100,A
1455,19,79.9,7.7,100,A
1456,2.7,85.9,6,44.8,D
1457,20.3,93.5,4.9,100,A
1458,17.7,84.8,8.6,92.2,A
1459,24,83.5,3.3,100,A
1460,19.7,78.6,2.2,100,A
1461,14,86.1,6.1,93.4,A
1462,6.4,73.6,5.1,66.5,C
1463,13.5,73.8,4,83.1,B
1464,9,78,4.5,66.8,C
1465,10.9,92.4,3.1,89.2,A
1466,19.1,79.3,8.5,94,A
1467,26.7,75.8,7.2,100,A
1468,17.8,93.2,5.7,90.5,A
1469,6.6,100,6,63.5,C
1470,18.1,81.3,4.5,93.4,A
1471,23.4,84.8,6,87.3,A
1472,10.7,76.6,10,89.9,A
1473,14.1,88.1,3.2,86.6,A
1474,15.1,71.9,6.4,88,A
